1	3
1	63
0	3
0	63
1	2
1	62
0	2
0	62
1	1
1	61
0	1
0	61
1	0
1	60
0	0
0	60
0	4
0	40
1	4
1	40
0	5
0	41
1	5
1	41
0	6
0	42
1	6
1	42
0	7
0	43
1	7
1	43
2	4
2	40
3	4
3	40
2	5
2	41
3	5
3	41
2	6
2	42
3	6
3	42
2	7
2	43
3	7
3	43
3	3
3	63
2	3
2	63
3	2
3	62
2	2
2	62
3	1
3	61
2	1
2	61
3	0
3	60
2	0
2	60
1	11
1	67
0	11
0	67
1	10
1	66
0	10
0	66
1	9
1	65
0	9
0	65
1	8
1	64
0	8
0	64
0	12
0	44
1	12
1	44
0	13
0	45
1	13
1	45
0	14
0	46
1	14
1	46
0	15
0	47
1	15
1	47
2	12
2	44
3	12
3	44
2	13
2	45
3	13
3	45
2	14
2	46
3	14
3	46
2	15
2	47
3	15
3	47
3	11
3	67
2	11
2	67
3	10
3	66
2	10
2	66
3	9
3	65
2	9
2	65
3	8
3	64
2	8
2	64
1	19
1	71
0	19
0	71
1	18
1	70
0	18
0	70
1	17
1	69
0	17
0	69
1	16
1	68
0	16
0	68
0	20
0	48
1	20
1	48
0	21
0	49
1	21
1	49
0	22
0	50
1	22
1	50
0	23
0	51
1	23
1	51
2	20
2	48
3	20
3	48
2	21
2	49
3	21
3	49
2	22
2	50
3	22
3	50
2	23
2	51
3	23
3	51
3	19
3	71
2	19
2	71
3	18
3	70
2	18
2	70
3	17
3	69
2	17
2	69
3	16
3	68
2	16
2	68
1	27
1	75
0	27
0	75
1	26
1	74
0	26
0	74
1	25
1	73
0	25
0	73
1	24
1	72
0	24
0	72
0	28
0	52
1	28
1	52
0	29
0	53
1	29
1	53
0	30
0	54
1	30
1	54
0	31
0	55
1	31
1	55
2	28
2	52
3	28
3	52
2	29
2	53
3	29
3	53
2	30
2	54
3	30
3	54
2	31
2	55
3	31
3	55
3	27
3	75
2	27
2	75
3	26
3	74
2	26
2	74
3	25
3	73
2	25
2	73
3	24
3	72
2	24
2	72
1	35
1	79
0	35
0	79
1	34
1	78
0	34
0	78
1	33
1	77
0	33
0	77
1	32
1	76
0	32
0	76
0	36
0	56
1	36
1	56
0	37
0	57
1	37
1	57
0	38
0	58
1	38
1	58
0	39
0	59
1	39
1	59
2	36
2	56
3	36
3	56
2	37
2	57
3	37
3	57
2	38
2	58
3	38
3	58
2	39
2	59
3	39
3	59
3	35
3	79
2	35
2	79
3	34
3	78
2	34
2	78
3	33
3	77
2	33
2	77
3	32
3	76
2	32
2	76
5	3
5	63
4	3
4	63
5	2
5	62
4	2
4	62
5	1
5	61
4	1
4	61
5	0
5	60
4	0
4	60
4	4
4	40
5	4
5	40
4	5
4	41
5	5
5	41
4	6
4	42
5	6
5	42
4	7
4	43
5	7
5	43
6	4
6	40
7	4
7	40
6	5
6	41
7	5
7	41
6	6
6	42
7	6
7	42
6	7
6	43
7	7
7	43
7	3
7	63
6	3
6	63
7	2
7	62
6	2
6	62
7	1
7	61
6	1
6	61
7	0
7	60
6	0
6	60
5	11
5	67
4	11
4	67
5	10
5	66
4	10
4	66
5	9
5	65
4	9
4	65
5	8
5	64
4	8
4	64
4	12
4	44
5	12
5	44
4	13
4	45
5	13
5	45
4	14
4	46
5	14
5	46
4	15
4	47
5	15
5	47
6	12
6	44
7	12
7	44
6	13
6	45
7	13
7	45
6	14
6	46
7	14
7	46
6	15
6	47
7	15
7	47
7	11
7	67
6	11
6	67
7	10
7	66
6	10
6	66
7	9
7	65
6	9
6	65
7	8
7	64
6	8
6	64
5	19
5	71
4	19
4	71
5	18
5	70
4	18
4	70
5	17
5	69
4	17
4	69
5	16
5	68
4	16
4	68
4	20
4	48
5	20
5	48
4	21
4	49
5	21
5	49
4	22
4	50
5	22
5	50
4	23
4	51
5	23
5	51
6	20
6	48
7	20
7	48
6	21
6	49
7	21
7	49
6	22
6	50
7	22
7	50
6	23
6	51
7	23
7	51
7	19
7	71
6	19
6	71
7	18
7	70
6	18
6	70
7	17
7	69
6	17
6	69
7	16
7	68
6	16
6	68
5	27
5	75
4	27
4	75
5	26
5	74
4	26
4	74
5	25
5	73
4	25
4	73
5	24
5	72
4	24
4	72
4	28
4	52
5	28
5	52
4	29
4	53
5	29
5	53
4	30
4	54
5	30
5	54
4	31
4	55
5	31
5	55
6	28
6	52
7	28
7	52
6	29
6	53
7	29
7	53
6	30
6	54
7	30
7	54
6	31
6	55
7	31
7	55
7	27
7	75
6	27
6	75
7	26
7	74
6	26
6	74
7	25
7	73
6	25
6	73
7	24
7	72
6	24
6	72
5	35
5	79
4	35
4	79
5	34
5	78
4	34
4	78
5	33
5	77
4	33
4	77
5	32
5	76
4	32
4	76
4	36
4	56
5	36
5	56
4	37
4	57
5	37
5	57
4	38
4	58
5	38
5	58
4	39
4	59
5	39
5	59
6	36
6	56
7	36
7	56
6	37
6	57
7	37
7	57
6	38
6	58
7	38
7	58
6	39
6	59
7	39
7	59
7	35
7	79
6	35
6	79
7	34
7	78
6	34
6	78
7	33
7	77
6	33
6	77
7	32
7	76
6	32
6	76
1	3
1	63
0	3
0	63
1	2
1	62
0	2
0	62
1	1
1	61
0	1
0	61
1	0
1	60
0	0
0	60
0	40
0	4
1	40
1	4
0	41
0	5
1	41
1	5
0	42
0	6
1	42
1	6
0	43
0	7
1	43
1	7
2	40
2	4
3	40
3	4
2	41
2	5
3	41
3	5
2	42
2	6
3	42
3	6
2	43
2	7
3	43
3	7
3	3
3	63
2	3
2	63
3	2
3	62
2	2
2	62
3	1
3	61
2	1
2	61
3	0
3	60
2	0
2	60
1	11
1	67
0	11
0	67
1	10
1	66
0	10
0	66
1	9
1	65
0	9
0	65
1	8
1	64
0	8
0	64
0	44
0	12
1	44
1	12
0	45
0	13
1	45
1	13
0	46
0	14
1	46
1	14
0	47
0	15
1	47
1	15
2	44
2	12
3	44
3	12
2	45
2	13
3	45
3	13
2	46
2	14
3	46
3	14
2	47
2	15
3	47
3	15
3	11
3	67
2	11
2	67
3	10
3	66
2	10
2	66
3	9
3	65
2	9
2	65
3	8
3	64
2	8
2	64
1	19
1	71
0	19
0	71
1	18
1	70
0	18
0	70
1	17
1	69
0	17
0	69
1	16
1	68
0	16
0	68
0	48
0	20
1	48
1	20
0	49
0	21
1	49
1	21
0	50
0	22
1	50
1	22
0	51
0	23
1	51
1	23
2	48
2	20
3	48
3	20
2	49
2	21
3	49
3	21
2	50
2	22
3	50
3	22
2	51
2	23
3	51
3	23
3	19
3	71
2	19
2	71
3	18
3	70
2	18
2	70
3	17
3	69
2	17
2	69
3	16
3	68
2	16
2	68
1	27
1	75
0	27
0	75
1	26
1	74
0	26
0	74
1	25
1	73
0	25
0	73
1	24
1	72
0	24
0	72
0	52
0	28
1	52
1	28
0	53
0	29
1	53
1	29
0	54
0	30
1	54
1	30
0	55
0	31
1	55
1	31
2	52
2	28
3	52
3	28
2	53
2	29
3	53
3	29
2	54
2	30
3	54
3	30
2	55
2	31
3	55
3	31
3	27
3	75
2	27
2	75
3	26
3	74
2	26
2	74
3	25
3	73
2	25
2	73
3	24
3	72
2	24
2	72
1	35
1	79
0	35
0	79
1	34
1	78
0	34
0	78
1	33
1	77
0	33
0	77
1	32
1	76
0	32
0	76
0	56
0	36
1	56
1	36
0	57
0	37
1	57
1	37
0	58
0	38
1	58
1	38
0	59
0	39
1	59
1	39
2	56
2	36
3	56
3	36
2	57
2	37
3	57
3	37
2	58
2	38
3	58
3	38
2	59
2	39
3	59
3	39
3	35
3	79
2	35
2	79
3	34
3	78
2	34
2	78
3	33
3	77
2	33
2	77
3	32
3	76
2	32
2	76
5	3
5	63
4	3
4	63
5	2
5	62
4	2
4	62
5	1
5	61
4	1
4	61
5	0
5	60
4	0
4	60
4	40
4	4
5	40
5	4
4	41
4	5
5	41
5	5
4	42
4	6
5	42
5	6
4	43
4	7
5	43
5	7
6	40
6	4
7	40
7	4
6	41
6	5
7	41
7	5
6	42
6	6
7	42
7	6
6	43
6	7
7	43
7	7
7	3
7	63
6	3
6	63
7	2
7	62
6	2
6	62
7	1
7	61
6	1
6	61
7	0
7	60
6	0
6	60
5	11
5	67
4	11
4	67
5	10
5	66
4	10
4	66
5	9
5	65
4	9
4	65
5	8
5	64
4	8
4	64
4	44
4	12
5	44
5	12
4	45
4	13
5	45
5	13
4	46
4	14
5	46
5	14
4	47
4	15
5	47
5	15
6	44
6	12
7	44
7	12
6	45
6	13
7	45
7	13
6	46
6	14
7	46
7	14
6	47
6	15
7	47
7	15
7	11
7	67
6	11
6	67
7	10
7	66
6	10
6	66
7	9
7	65
6	9
6	65
7	8
7	64
6	8
6	64
5	19
5	71
4	19
4	71
5	18
5	70
4	18
4	70
5	17
5	69
4	17
4	69
5	16
5	68
4	16
4	68
4	48
4	20
5	48
5	20
4	49
4	21
5	49
5	21
4	50
4	22
5	50
5	22
4	51
4	23
5	51
5	23
6	48
6	20
7	48
7	20
6	49
6	21
7	49
7	21
6	50
6	22
7	50
7	22
6	51
6	23
7	51
7	23
7	19
7	71
6	19
6	71
7	18
7	70
6	18
6	70
7	17
7	69
6	17
6	69
7	16
7	68
6	16
6	68
5	27
5	75
4	27
4	75
5	26
5	74
4	26
4	74
5	25
5	73
4	25
4	73
5	24
5	72
4	24
4	72
4	52
4	28
5	52
5	28
4	53
4	29
5	53
5	29
4	54
4	30
5	54
5	30
4	55
4	31
5	55
5	31
6	52
6	28
7	52
7	28
6	53
6	29
7	53
7	29
6	54
6	30
7	54
7	30
6	55
6	31
7	55
7	31
7	27
7	75
6	27
6	75
7	26
7	74
6	26
6	74
7	25
7	73
6	25
6	73
7	24
7	72
6	24
6	72
5	35
5	79
4	35
4	79
5	34
5	78
4	34
4	78
5	33
5	77
4	33
4	77
5	32
5	76
4	32
4	76
4	56
4	36
5	56
5	36
4	57
4	37
5	57
5	37
4	58
4	38
5	58
5	38
4	59
4	39
5	59
5	39
6	56
6	36
7	56
7	36
6	57
6	37
7	57
7	37
6	58
6	38
7	58
7	38
6	59
6	39
7	59
7	39
7	35
7	79
6	35
6	79
7	34
7	78
6	34
6	78
7	33
7	77
6	33
6	77
7	32
7	76
6	32
6	76
